id,l,t,r,b
1231,311.75,207,332.25,257.0
1231,130.34,229.86,152.661,284.303
1231,617.96,103.49,640.281,157.933
1231,383,146.51,414.657,223.723
1231,183.75,115,204.25,165.0
1231,147.75,235,168.25,285.0
1231,299.75,183,320.25,233.0
1231,572.21,32,606.736,116.211
1231,147.75,175,168.25,225.0
1231,130.34,203.71,152.661,258.153
1231,595.75,251,616.25,301.0
1231,13.793,-3.6571,89.006,179.793
1231,21.497,269.07,43.818,323.513
1231,366.1,175.03,390.497,234.534
1231,583.75,179,604.25,229.0
1231,407.5,150,448.5,250.0
1231,599.75,171,620.25,221.0
1231,11.981,226.7,43.638,303.913
1231,551.75,171,572.25,221.0
1231,43.265,338.79,65.586,393.233
1231,323.75,211,344.25,261.0
1231,182.4,181.03,219.886,272.459
1231,438.4,78.629,475.886,170.058
1231,291.75,187,312.25,237.0
1231,479.75,239,500.25,289.0
1231,605.6,189.69,637.257,266.903
1231,519.75,179,540.25,229.0
1231,139.05,164.49,161.371,218.933
1231,539.75,175,560.25,225.0
1231,617.96,147.06,640.281,201.503
1231,283.75,183,304.25,233.0
1231,575.75,179,596.25,229.0
1231,395.75,195,416.25,245.0
1231,339.71,134.17,371.367,211.383
1231,359.75,171,380.25,221.0
1231,247.89,181.92,270.211,236.363
1231,479.75,259,500.25,309.0
1231,519.75,211,540.25,261.0
1231,270.93,198.85,295.327,258.354
1231,519.75,247,540.25,297.0
1231,226.12,173.21,248.441,227.653
1232,619.75,251,640.25,301.0
1232,146.92,120.29,210.065,274.3
1232,135.5,198,176.5,298.0
1232,503.75,247,524.25,297.0
1232,611.33,168.31,640.342,239.071
1232,3.75,267,24.25,317.0
1232,100.63,200.42,135.156,284.631
1232,574.69,10.795,606.347,88.008
1232,568.5,35.47,600.157,112.683
1232,495.75,251,516.25,301.0
1232,299.75,187,320.25,237.0
1232,567.75,167,588.25,217.0
1232,367.75,179,388.25,229.0
1232,591.5,214,632.5,314.0
1232,577.69,58.602,640.835,212.612
1232,323.75,211,344.25,261.0
1232,343.75,179,364.25,229.0
1232,619.75,11,640.25,61.0
1232,487.75,259,508.25,309.0
1232,315.75,207,336.25,257.0
1232,217.41,186.28,239.731,240.723
1232,383.5,142,424.5,242.0
1232,21.754,-2.8132,79.355,137.677
1232,291.75,187,312.25,237.0
1232,397.63,101.93,446.223,220.45
1232,375.75,179,396.25,229.0
1232,123.29,214.36,154.947,291.573
1232,227.75,183,248.25,233.0
1232,-0.5,198,40.5,298.0
1232,135.75,167,156.25,217.0
1232,247.75,207,268.25,257.0
1232,540.81,159.84,567.464,224.851
1232,438.4,78.629,475.886,170.058
1232,483.75,239,504.25,289.0
1232,347.75,195,368.25,245.0
1232,275.69,194.08,300.087,253.584
1232,565.47,220.63,599.996,304.841
1232,605.6,23.133,637.257,100.346
1232,517.82,177.57,540.141,232.013
1232,200,181.92,222.321,236.363
1232,35.75,347,56.25,397.0
1232,47.75,319,68.25,369.0
1232,559.75,171,580.25,221.0
1232,99.864,155.78,122.185,210.223
1233,613.66,248.2,640.314,313.211
1233,147.37,104.42,216.423,272.84
1233,499.75,251,520.25,301.0
1233,617.96,168.85,640.281,223.293
1233,295.75,187,316.25,237.0
1233,572.21,5.0526,606.736,89.264
1233,134.69,203.71,157.011,258.153
1233,613.66,92.264,640.314,157.275
1233,87.5,190,128.5,290.0
1233,-1.3115,141.06,106.029,402.87
1233,619.75,147,640.25,197.0
1233,611.33,38.188,640.342,108.949
1233,270.93,198.85,295.327,258.354
1233,315.75,211,336.25,261.0
1233,359.75,179,380.25,229.0
1233,395.75,175,416.25,225.0
1233,430.32,77.474,499.373,245.894
1233,247.89,177.57,270.211,232.013
1233,595.75,171,616.25,221.0
1233,579.75,167,600.25,217.0
1233,567.75,171,588.25,221.0
1233,-0.84211,-3.3684,68.211,165.052
1233,217.41,186.28,239.731,240.723
1233,509.12,247.29,531.441,301.733
1233,375.75,199,396.25,249.0
1233,367.75,179,388.25,229.0
1233,617.96,190.64,640.281,245.083
1233,343.67,177.57,365.991,232.013
1233,568.5,35.47,600.157,112.683
1233,570.71,146.46,595.107,205.964
1233,124.55,232.61,151.204,297.621
1233,227.75,191,248.25,241.0
1233,203.75,183,224.25,233.0
1233,535.75,183,556.25,233.0
1233,611.75,179,632.25,229.0
1233,599.75,187,620.25,237.0
1233,306.74,122.51,344.226,213.939
1233,323.75,207,344.25,257.0
1233,125.99,203.71,148.311,258.153
1233,375.75,171,396.25,221.0
1234,146.92,120.29,210.065,274.3
1234,617.96,168.85,640.281,223.293
1234,504.76,251.64,527.081,306.083
1234,270.24,196.22,296.894,261.231
1234,617.96,260.36,640.281,314.803
1234,619.75,107,640.25,157.0
1234,578.95,5.0526,613.476,89.264
1234,127.5,198,168.5,298.0
1234,291.75,187,312.25,237.0
1234,568.5,29.301,600.157,106.514
1234,92.367,195.86,124.024,273.073
1234,515.75,227,536.25,277.0
1234,430,83.277,493.145,237.287
1234,613.66,45.482,640.314,110.493
1234,379.89,144.46,417.376,235.889
1234,499.75,231,520.25,281.0
1234,111.5,190,152.5,290.0
1234,583.75,167,604.25,217.0
1234,222.22,177.35,253.877,254.563
1234,515.75,251,536.25,301.0
1234,551.75,179,572.25,229.0
1234,299.75,187,320.25,237.0
1234,247.75,187,268.25,237.0
1234,315.75,211,336.25,261.0
1234,617.96,138.35,640.281,192.793
1234,535.75,227,556.25,277.0
1234,4.0816,81.702,26.403,136.145
1234,535.75,183,556.25,233.0
1234,567.75,175,588.25,225.0
1234,213.06,203.71,235.381,258.153
1234,-1.3115,141.06,106.029,402.87
1234,613.66,191.03,640.314,256.041
1234,455.75,215,476.25,265.0
1234,19.75,87,40.25,137.0
1234,407.75,183,428.25,233.0
1234,491.7,260.36,514.021,314.803
1234,343.75,163,364.25,213.0
1234,415.75,183,436.25,233.0
1234,608.77,160.74,633.167,220.244
1234,591.75,171,612.25,221.0
1234,371.75,175,392.25,225.0
1234,99.628,146.46,124.025,205.964
1234,599.75,171,620.25,221.0
1234,295.75,211,316.25,261.0
1235,146.92,120.29,210.065,274.3
1235,578.95,5.0526,613.476,89.264
1235,137.7,203.61,162.097,263.114
1235,504.09,246.47,528.487,305.974
1235,515.75,247,536.25,297.0
1235,613.66,159.84,640.314,224.851
1235,270.24,196.22,296.894,261.231
1235,311.75,207,332.25,257.0
1235,299.75,187,320.25,237.0
1235,599.5,102,640.5,202.0
1235,430,83.277,493.145,237.287
1235,611.33,236.2,640.342,306.961
1235,86.184,202.02,117.841,279.233
1235,247.75,187,268.25,237.0
1235,359.75,199,380.25,249.0
1235,95.75,159,116.25,209.0
1235,111.5,190,152.5,290.0
1235,329.68,153.26,364.206,237.471
1235,495.75,247,516.25,297.0
1235,17.143,81.702,39.464,136.145
1235,231.75,207,252.25,257.0
1235,391.75,175,412.25,225.0
1235,539.75,235,560.25,285.0
1235,549.03,156.99,578.042,227.751
1235,611.33,60.818,640.342,131.579
1235,213.01,196.22,239.664,261.231
1235,194.8,179.8,219.197,239.304
1235,402.74,111.59,447.637,221.09
1235,319.75,211,340.25,261.0
1235,255.75,179,276.25,229.0
1235,471.75,211,492.25,261.0
1235,-1.194,146.96,96.389,384.97
1235,599.5,6,640.5,106.0
1235,595.75,171,616.25,221.0
1235,572.21,32,606.736,116.211
1235,279.75,179,300.25,229.0
1235,523.75,251,544.25,301.0
1235,571.75,171,592.25,221.0
1235,439.75,207,460.25,257.0
1235,399.75,187,420.25,237.0
1235,263.75,179,284.25,229.0
1236,142.45,208.37,166.847,267.874
1236,151.5,166,192.5,266.0
1236,509.12,251.64,531.441,306.083
1236,299.75,187,320.25,237.0
1236,619.75,163,640.25,213.0
1236,580.87,4.6265,612.527,81.839
1236,123.42,198.85,147.817,258.354
1236,132.94,203.61,157.337,263.114
1236,247.89,181.92,270.211,236.363
1236,451.75,199,472.25,249.0
1236,617.96,99.132,640.281,153.575
1236,80.421,207.16,114.947,291.371
1236,451.75,91,472.25,141.0
1236,613.66,243.01,640.314,308.021
1236,95.51,151.42,117.831,205.863
1236,583.75,167,604.25,217.0
1236,6.8571,210.29,44.343,301.719
1236,595.75,171,616.25,221.0
1236,366.1,175.03,390.497,234.534
1236,613.66,35.086,640.314,100.097
1236,519.75,251,540.25,301.0
1236,432.46,97.157,464.117,174.37
1236,611.33,185.28,640.342,256.041
1236,311.75,207,332.25,257.0
1236,110.92,226.7,142.577,303.913
1236,181.79,191.03,208.444,256.041
1236,554.69,156.99,583.702,227.751
1236,389.18,158.84,420.837,236.053
1236,323.75,207,344.25,257.0
1236,475.75,195,496.25,245.0
1236,487.75,187,508.25,237.0
1236,619.75,139,640.25,189.0
1236,199.55,175.03,223.947,234.534
1236,535.75,183,556.25,233.0
1236,179.75,115,200.25,165.0
1236,402.74,102.84,447.637,212.34
1236,617.96,68.63,640.281,123.073
1236,-0.64516,-2.5859,52.306,126.564
1236,463.75,203,484.25,253.0
1236,572.21,25.263,606.736,109.474
1236,291.75,187,312.25,237.0
1236,277.17,190.94,306.182,261.701
1236,187.75,115,208.25,165.0
1236,227.75,183,248.25,233.0
1236,80.421,166.74,114.947,250.951
1236,355.75,199,376.25,249.0
1237,142.45,208.37,166.847,267.874
1237,451.75,83,472.25,133.0
1237,165.17,221.14,187.491,275.583
1237,577.37,-1.8286,614.856,89.6
1237,515.75,263,536.25,313.0
1237,265.04,196.22,291.694,261.231
1237,523.12,246.47,547.517,305.974
1237,151.97,213.13,176.367,272.634
1237,617.96,164.49,640.281,218.933
1237,599.5,214,640.5,314.0
1237,4.461,246.47,28.858,305.974
1237,315.75,211,336.25,261.0
1237,128.18,198.85,152.577,258.354
1237,503.75,267,524.25,317.0
1237,171,194.08,195.397,253.584
1237,369.8,164.49,392.121,218.933
1237,91.156,151.42,113.477,205.863
1237,295.75,179,316.25,229.0
1237,8.4354,77.345,30.756,131.788
1237,617.96,94.774,640.281,149.217
1237,160.82,203.71,183.141,258.153
1237,507.75,251,528.25,301.0
1237,615.75,187,636.25,237.0
1237,599.75,171,620.25,221.0
1237,275.45,191.03,302.104,256.041
1237,617.96,72.987,640.281,127.43
1237,119.75,207,140.25,257.0
1237,185.12,177.35,216.777,254.563
1237,438.65,97.157,470.307,174.37
1237,389.92,175.43,416.574,240.441
1237,619.75,55,640.25,105.0
1237,410.53,99.368,445.056,183.579
1237,73.816,220.53,105.473,297.743
1237,461.22,212.43,483.541,266.873
1237,178.23,208.07,200.551,262.513
1237,85.353,179.8,109.75,239.304
1237,80,202.02,111.657,279.233
1237,578.78,173.21,601.101,227.653
1237,131.75,167,152.25,217.0
1237,221.77,177.57,244.091,232.013
1237,131.75,239,152.25,289.0
1237,19.789,213.89,54.315,298.101
1237,451.75,195,472.25,245.0
1237,575.75,159,596.25,209.0
1237,619.75,135,640.25,185.0
1237,355.75,199,376.25,249.0
1237,323.75,211,344.25,261.0
1237,23.494,-1.1907,47.891,58.313
1237,584.69,20.114,622.176,111.543
1237,551.67,160.74,576.067,220.244
1237,247.14,170.27,271.537,229.774
1237,572.21,25.263,606.736,109.474
1237,247.75,207,268.25,257.0
1237,299.82,190.94,328.832,261.701
1237,371.75,199,392.25,249.0
1238,140.16,206.62,166.814,271.631
1238,120.84,193.68,155.366,277.891
1238,523.12,256,547.517,315.504
1238,79.5,190,120.5,290.0
1238,559,108,641.0,308.0
1238,530.41,237.81,557.064,302.821
1238,3.75,251,24.25,301.0
1238,552.43,13.017,641.214,229.567
1238,159.5,166,200.5,266.0
1238,407.11,101.93,455.703,220.45
1238,247.75,187,268.25,237.0
1238,430.32,77.474,499.373,245.894
1238,270.24,196.22,296.894,261.231
1238,247.75,207,268.25,257.0
1238,535.75,183,556.25,233.0
1238,311.75,203,332.25,253.0
1238,295.75,183,316.25,233.0
1238,451.75,215,472.25,265.0
1238,507.75,243,528.25,293.0
1238,185.12,183.52,216.777,260.733
1238,86.803,151.42,109.124,205.863
1238,209.86,183.52,241.517,260.733
1238,259.84,196.22,286.494,261.231
1238,311.5,118,352.5,218.0
1238,67.633,220.53,99.29,297.743
1238,513.47,251.64,535.791,306.083
1238,399.75,171,420.25,221.0
1238,364.44,158.84,396.097,236.053
1238,327.5,142,368.5,242.0
1238,496.05,181.92,518.371,236.363
1238,131.2,137.14,168.686,228.569
1238,4.461,70.251,28.858,129.755
1238,128.18,241.71,152.577,301.214
1238,363.75,203,384.25,253.0
1239,139.75,219,160.25,269.0
1239,160.98,201.42,187.634,266.431
1239,525.2,253.4,551.854,318.411
1239,119.35,201.42,146.004,266.431
1239,73.816,202.02,105.473,279.233
1239,577.69,83.277,640.835,237.287
1239,135.75,199,156.25,249.0
1239,295.75,187,316.25,237.0
1239,147.76,216.78,170.081,271.223
1239,430.32,77.474,499.373,245.894
1239,584.69,-1.8286,622.176,89.6
1239,265.04,196.22,291.694,261.231
1239,3.75,79,24.25,129.0
1239,275.69,194.08,300.087,253.584
1239,599.5,222,640.5,322.0
1239,407.11,101.93,455.703,220.45
1239,247.14,170.27,271.537,229.774
1239,395.12,159.84,421.774,224.851
1239,319.75,211,340.25,261.0
1239,599.5,174,640.5,274.0
1239,182.59,203.71,204.911,258.153
1239,361.34,175.03,385.737,234.534
1239,556.42,227.41,583.074,292.421
1239,451.75,219,472.25,269.0
1239,519.75,239,540.25,289.0
1239,515.75,255,536.25,305.0
1239,299.75,211,320.25,261.0
1239,519.75,195,540.25,245.0
1239,323.75,115,344.25,165.0
1239,327.5,142,368.5,242.0
1239,311.75,203,332.25,253.0
1239,263.75,179,284.25,229.0
1239,-0.38647,226.7,31.271,303.913
1239,572.21,5.0526,606.736,89.264
1239,543.75,263,564.25,313.0
1239,103.75,211,124.25,261.0
1239,80.421,220.63,114.947,304.841
1239,194.8,179.8,219.197,239.304
1239,345.89,134.17,377.547,211.383
1239,173.88,212.43,196.201,266.873
1239,247.89,203.71,270.211,258.153
1239,123.42,241.71,147.817,301.214
1239,79.75,179,100.25,229.0
1240,129.47,195.86,161.127,273.073
1240,531.75,271,552.25,321.0
1240,117.1,195.86,148.757,273.073
1240,156.73,208.37,181.127,267.874
1240,87.75,247,108.25,297.0
1240,583.5,-2,624.5,98.0
1240,277.87,189.69,309.527,266.903
1240,145.37,201.42,172.024,266.431
1240,395.12,159.84,421.774,224.851
1240,613.66,170.23,640.314,235.241
1240,619.75,71,640.25,121.0
1240,295.75,183,316.25,233.0
1240,526.53,251.64,548.851,306.083
1240,323.75,211,344.25,261.0
1240,309,203.61,333.397,263.114
1240,73.816,202.02,105.473,279.233
1240,361.09,177.57,383.411,232.013
1240,209.86,183.52,241.517,260.733
1240,611.33,134.36,640.342,205.121
1240,430.32,77.474,499.373,245.894
1240,265.84,196.6,294.852,267.361
1240,479.75,215,500.25,265.0
1240,174.74,180.21,209.266,264.421
1240,72.52,97.462,99.174,162.473
1240,407.5,102,448.5,202.0
1240,535.75,255,556.25,305.0
1240,613.66,92.264,640.314,157.275
1240,163.89,190.94,192.902,261.701
1240,-0.27211,72.987,22.049,127.43
1240,6.8571,210.29,44.343,301.719
1240,613.66,258.6,640.314,323.611
1240,515.75,251,536.25,301.0
1240,371.75,179,392.25,229.0
1240,347.75,195,368.25,245.0
1240,120.84,220.63,155.366,304.841
1240,408.98,173.21,431.301,227.653
1240,599.75,171,620.25,221.0
1240,551.75,183,572.25,233.0
1240,77.724,113.06,104.378,178.071
1240,194.8,179.8,219.197,239.304
1240,323.27,179.8,347.667,239.304
1240,559.75,263,580.25,313.0
1240,487.75,183,508.25,233.0
1240,583.75,171,604.25,221.0
1240,355.75,199,376.25,249.0
1240,95.5,198,136.5,298.0
1240,67.633,220.53,99.29,297.743
1241,129.47,202.02,161.127,279.233
1241,117.1,195.86,148.757,273.073
1241,156.73,208.37,181.127,267.874
1241,535.61,253.4,562.264,318.411
1241,395.12,159.84,421.774,224.851
1241,270.93,198.85,295.327,258.354
1241,552.43,13.017,641.214,229.567
1241,430.32,77.474,499.373,245.894
1241,559,108,641.0,308.0
1241,455.75,219,476.25,269.0
1241,67.633,202.02,99.29,279.233
1241,209.86,183.52,241.517,260.733
1241,180.88,190.94,209.892,261.701
1241,-0.42105,220.63,34.105,304.841
1241,243.75,211,264.25,261.0
1241,141.24,196.6,170.252,267.361
1241,323.75,211,344.25,261.0
1241,83.75,151,104.25,201.0
1241,363.75,183,384.25,233.0
1241,299.75,187,320.25,237.0
1241,523.75,255,544.25,305.0
1241,166.57,195.86,198.227,273.073
1241,535.24,181.92,557.561,236.363
1241,363.75,203,384.25,253.0
1241,243.75,179,264.25,229.0
1241,543.95,181.92,566.271,236.363
1241,309.03,111.19,361.981,240.34
1241,407.5,94,448.5,194.0
1241,546.91,246.47,571.307,305.974
1241,80,202.02,111.657,279.233
1241,315.75,211,336.25,261.0
1241,401.77,173.97,430.782,244.731
1241,487.35,190.64,509.671,245.083
1241,371.75,183,392.25,233.0
1241,527.75,239,548.25,289.0
1241,61.449,220.53,93.106,297.743
1242,123.29,202.02,154.947,279.233
1242,134.62,132.63,197.765,286.64
1242,592.42,-1.6842,626.946,82.527
1242,110.92,195.86,142.577,273.073
1242,577.69,83.277,640.835,237.287
1242,540.81,253.4,567.464,318.411
1242,270.93,198.85,295.327,258.354
1242,531.75,259,552.25,309.0
1242,71.078,213.13,95.475,272.634
1242,299.75,187,320.25,237.0
1242,401.94,90.505,454.891,219.655
1242,555.75,263,576.25,313.0
1242,323.75,211,344.25,261.0
1242,207.8,196.22,234.454,261.231
1242,430.32,77.474,499.373,245.894
1242,561.19,170.27,585.587,229.774
1242,311.75,211,332.25,261.0
1242,363.75,183,384.25,233.0
1242,390.32,139.79,424.846,224.001
1242,355.75,199,376.25,249.0
1242,183.75,111,204.25,161.0
1242,348.03,177.57,370.351,232.013
1242,599.31,20.114,636.796,111.543
1242,214.87,179.62,243.882,250.381
1242,175.09,181.03,212.576,272.459
1242,4.878,248.2,31.532,313.211
1242,345.89,134.17,377.547,211.383
1242,119.5,134,160.5,234.0
1242,619.75,215,640.25,265.0
1242,471.75,219,492.25,269.0
1242,75.75,239,96.25,289.0
1242,539.75,179,560.25,229.0
1242,243.75,211,264.25,261.0
1242,584.69,20.114,622.176,111.543
1242,319.75,195,340.25,245.0
1242,570.71,260.76,595.107,320.264
1242,263.75,211,284.25,261.0
1242,188.21,173.47,222.736,257.681
1242,499.33,184.56,523.727,244.064
1243,123.29,202.02,154.947,279.233
1243,547.75,275,568.25,325.0
1243,150.57,206.62,177.224,271.631
1243,135.65,202.02,167.307,279.233
1243,619.75,71,640.25,121.0
1243,592,5.4857,629.486,96.915
1243,543.95,256,566.271,310.443
1243,535.75,259,556.25,309.0
1243,587.26,120.89,635.853,239.41
1243,216.17,181.89,355.1,520.74
1243,559.75,263,580.25,313.0
1243,110.92,195.86,142.577,273.073
1243,563.75,183,584.25,233.0
1243,401.94,90.505,454.891,219.655
1243,65.371,210.29,102.857,301.719
1243,455.75,199,476.25,249.0
1243,53.474,220.63,88.0,304.841
1243,159.5,166,200.5,266.0
1243,543.95,177.57,566.271,232.013
1243,390.32,139.79,424.846,224.001
1243,530.88,273.43,553.201,327.873
1243,571.75,187,592.25,237.0
1243,345.89,134.17,377.547,211.383
1243,483.75,215,504.25,265.0
1243,72.52,175.43,99.174,240.441
1243,359.75,203,380.25,253.0
1243,364.44,158.84,396.097,236.053
1243,109.14,160.74,133.537,220.244
1243,203.67,189.69,235.327,266.903
1243,617.96,216.78,640.281,271.223
1243,457.2,72.482,488.857,149.695
1243,411.75,195,432.25,245.0
1243,447.75,211,468.25,261.0
1243,531.75,239,552.25,289.0
1243,567.75,263,588.25,313.0
1243,580.87,23.133,612.527,100.346
1243,181.47,173.47,215.996,257.681
1243,463.75,215,484.25,265.0
1243,294.62,95.614,357.765,249.624
1243,527.75,259,548.25,309.0
1243,114.15,243.01,140.804,308.021
1243,67.317,133.85,93.971,198.861
1243,575.46,260.76,599.857,320.264
1244,123.29,195.86,154.947,273.073
1244,549.03,258.83,578.042,329.591
1244,148.02,195.86,179.677,273.073
1244,108.57,208.07,130.891,262.513
1244,400.33,159.84,426.984,224.851
1244,465.58,216.78,487.901,271.223
1244,619.75,243,640.25,293.0
1244,135.65,195.86,167.307,273.073
1244,613.66,159.84,640.314,224.851
1244,216.17,181.89,355.1,520.74
1244,595.75,11,616.25,61.0
1244,539.75,255,560.25,305.0
1244,159.5,166,200.5,266.0
1244,567.75,183,588.25,233.0
1244,71.078,179.8,95.475,239.304
1244,558.74,240.84,593.266,325.051
1244,487.75,199,508.25,249.0
1244,174.79,146.6,219.687,256.1
1244,603.75,31,624.25,81.0
1244,447.5,70,488.5,170.0
1244,367.5,142,408.5,242.0
1244,611.33,38.188,640.342,108.949
1244,58.057,210.29,95.543,301.719
1244,583.13,242.93,605.451,297.373
1244,314.06,122.51,351.546,213.939
1244,463.75,199,484.25,249.0
1244,407.5,102,448.5,202.0
1244,203.67,189.69,235.327,266.903
1244,580.87,23.133,612.527,100.346
1244,599.75,163,620.25,213.0
1244,539.75,279,560.25,329.0
1244,551.75,187,572.25,237.0
1244,531.4,165.01,563.057,242.223
1244,584.98,170.27,609.377,229.774
1244,500.41,186.28,522.731,240.723
1244,403.75,195,424.25,245.0
1244,71.75,151,92.25,201.0
1244,175.75,115,196.25,165.0
1244,455.75,199,476.25,249.0
1244,583.75,271,604.25,321.0
1245,117.1,195.86,148.757,273.073
1245,129.91,202.25,158.922,273.011
1245,561.36,277.79,583.681,332.233
1245,146.9,202.25,175.912,273.011
1245,551.75,263,572.25,313.0
1245,104.73,189.69,136.387,266.903
1245,463.75,199,484.25,249.0
1245,599.5,-2,640.5,98.0
1245,299.75,187,320.25,237.0
1245,50.968,183.6,103.919,312.75
1245,577.69,83.277,640.835,237.287
1245,469.93,216.78,492.251,271.223
1245,570.07,277.79,592.391,332.233
1245,565.71,260.36,588.031,314.803
1245,179.75,183,200.25,233.0
1245,359.75,203,380.25,253.0
1245,321.16,177.35,352.817,254.563
1245,94.87,203.61,119.267,263.114
1245,270.24,196.22,296.894,261.231
1245,215.75,183,236.25,233.0
1245,419.75,99,440.25,149.0
1245,367.75,203,388.25,253.0
1245,160.39,195.86,192.047,273.073
1245,587.75,31,608.25,81.0
1245,403.75,171,424.25,221.0
1245,619.75,243,640.25,293.0
1245,56.911,144.24,83.565,209.251
1245,471.75,199,492.25,249.0
1245,563.75,183,584.25,233.0
1245,543.75,259,564.25,309.0
1245,503.75,187,524.25,237.0
1245,487.35,212.43,509.671,266.873
1245,605.6,195.86,637.257,273.073
1245,186.99,175.43,213.644,240.441
1245,311.75,211,332.25,261.0
1245,548.3,277.79,570.621,332.233
1245,347.75,159,368.25,209.0
1245,209.07,203.61,233.467,263.114
1245,411.75,135,432.25,185.0
1245,263.75,179,284.25,229.0
1245,43.75,195,64.25,245.0
1245,222.22,424.1,253.877,501.313
1245,459.75,87,480.25,137.0
1245,551.75,179,572.25,229.0
1245,63.75,111,84.25,161.0
1245,319.75,111,340.25,161.0
1245,207.75,171,228.25,221.0
1246,114.11,186.95,148.636,271.161
1246,129.47,195.86,161.127,273.073
1246,146.9,202.25,175.912,273.011
1246,562.32,257.54,593.977,334.753
1246,299.75,187,320.25,237.0
1246,599.5,-2,640.5,98.0
1246,270.93,194.08,295.327,253.584
1246,50.968,183.6,103.919,312.75
1246,100.63,186.95,135.156,271.161
1246,577.69,83.277,640.835,237.287
1246,291.75,187,312.25,237.0
1246,159.5,166,200.5,266.0
1246,599.5,238,640.5,338.0
1246,440.46,69.486,515.673,252.936
1246,203.67,189.69,235.327,266.903
1246,585.68,18.526,620.206,102.737
1246,595.62,190.36,640.517,299.86
1246,188.21,173.47,222.736,257.681
1246,171.38,118.25,198.034,183.261
1246,311.5,118,352.5,218.0
1246,355.75,195,376.25,245.0
1246,570.06,232.23,607.546,323.659
1246,321.16,171.18,352.817,248.393
1246,547.75,263,568.25,313.0
1246,408.98,164.49,431.301,218.933
1246,423.75,99,444.25,149.0
1246,311.75,211,332.25,261.0
1246,555.75,251,576.25,301.0
1246,259.32,239.04,290.977,316.253
1246,31.5,190,72.5,290.0
1246,565.71,177.57,588.031,232.013
1246,60.68,151.42,83.001,205.863
1246,247.75,187,268.25,237.0
1246,243.75,175,264.25,225.0
1246,435.75,211,456.25,261.0
1246,216.04,183.52,247.697,260.733
1246,283.75,183,304.25,233.0
1247,117.1,202.02,148.757,279.233
1247,129.47,195.86,161.127,273.073
1247,141.84,195.86,173.497,273.073
1247,605.89,-1.6842,640.416,82.527
1247,44.211,177.23,101.812,317.72
1247,104.73,195.86,136.387,273.073
1247,605.89,146.53,640.416,230.741
1247,559.75,259,580.25,309.0
1247,574.42,260.36,596.741,314.803
1247,571.75,283,592.25,333.0
1247,216.17,181.89,355.1,520.74
1247,94.87,203.61,119.267,263.114
1247,599.5,190,640.5,290.0
1247,613.66,40.284,640.314,105.295
1247,578.78,277.79,601.101,332.233
1247,408.98,164.49,431.301,218.933
1247,495.75,215,516.25,265.0
1247,53.474,126.32,88.0,210.531
1247,34.558,195,56.879,249.443
1247,613.66,253.4,640.314,318.411
1247,574.42,177.57,596.741,232.013
1247,467.75,87,488.25,137.0
1247,154.2,195.86,185.857,273.073
1247,203.75,175,224.25,225.0
1247,593.24,4.6265,624.897,81.839
1247,351.5,142,392.5,242.0
1247,551.75,183,572.25,233.0
1247,423.75,199,444.25,249.0
1247,583.13,173.21,605.451,227.653
1247,565.71,264.71,588.031,319.153
1247,487.75,199,508.25,249.0
1247,422.04,103.49,444.361,157.933
1247,551.75,259,572.25,309.0
1247,467.75,219,488.25,269.0
1247,51.707,92.264,78.361,157.275
1247,471.75,195,492.25,245.0
1247,556.43,279.81,580.827,339.314
1247,186.99,175.43,213.644,240.441
1247,596.19,168.85,618.511,223.293
1247,452.52,81.702,474.841,136.145
1247,94.87,227.42,119.267,286.924
1247,599.75,275,620.25,325.0
1247,314.06,122.51,351.546,213.939
1247,119.5,134,160.5,234.0
1248,124.25,202.25,153.262,273.011
1248,110.92,202.02,142.577,279.233
1248,605.89,146.53,640.416,230.741
1248,580.87,257.54,612.527,334.753
1248,141.24,202.25,170.252,273.011
1248,98.537,201.42,125.191,266.431
1248,605.89,-1.6842,640.416,82.527
1248,617.96,260.36,640.281,314.803
1248,265.51,189.69,297.167,266.903
1248,36.154,169.64,99.299,323.65
1248,568.5,257.54,600.157,334.753
1248,593.24,-1.5422,624.897,75.671
1248,351.5,142,392.5,242.0
1248,619.75,239,640.25,289.0
1248,562.32,239.04,593.977,316.253
1248,567.75,183,588.25,233.0
1248,443.79,77.474,512.843,245.894
1248,299.75,187,320.25,237.0
1248,188.21,173.47,222.736,257.681
1248,316.21,126.32,350.736,210.531
1248,156.46,212.43,178.781,266.873
1248,171.75,111,192.25,161.0
1248,435.75,179,456.25,229.0
1248,309,198.85,333.397,258.354
1248,211.75,175,232.25,225.0
1248,499.18,146.6,544.077,256.1
1248,574.69,276.05,606.347,353.263
1248,400.33,159.84,426.984,224.851
1248,51.707,144.24,78.361,209.251
1248,557.01,181.92,579.331,236.363
1248,98.551,245.2,130.208,322.413
1248,613.66,40.284,640.314,105.295
1248,596.19,164.49,618.511,218.933
1248,235.37,180.21,269.896,264.421
1248,174.74,180.21,209.266,264.421
1248,372.57,144.46,410.056,235.889
1248,531.75,183,552.25,233.0
1248,419.75,167,440.25,217.0
1248,327.75,211,348.25,261.0
1248,605.6,72.482,637.257,149.695
1248,599.75,199,620.25,249.0
1249,123.29,195.86,154.947,273.073
1249,104.73,195.86,136.387,273.073
1249,135.65,195.86,167.307,273.073
1249,611.33,4.2431,640.342,75.004
1249,605.89,146.53,640.416,230.741
1249,580.87,263.71,612.527,340.923
1249,92.367,195.86,124.024,273.073
1249,295.75,183,316.25,233.0
1249,619.75,255,640.25,305.0
